Displacement:0,Displacement:1,Displacement:2,Strain vectors:0,Strain vectors:1,Strain vectors:2,Stress vectors:0,Stress vectors:1,Stress vectors:2,Max shear stress (Tresca),Maximum Principal stress,Median Principal stress,Minimum Principal stress,Von Mises stress,Temperature,Points:0,Points:1,Points:2,Point ID
7.15127e-07,9.01971e-07,-1.38886e-06,-0.000192514,-0.00016088,-0.00015188,-1.15684,3.4894,4.81131,3.31061,5.03857,3.68795,-1.58265,6.05986,213,0.897727,0.075,0.175,7655
9.02553e-07,9.1515e-07,-1.04927e-06,-0.000192761,-0.000192725,-0.000161276,-5.07079,-5.0654,-0.446419,2.98731,-0.383217,-3.84155,-6.35784,5.19557,213,-0.025,0.075,0.175,7656
9.09525e-07,7.1958e-07,-1.36411e-06,-0.000152767,-0.00019211,-0.00016736,4.03049,-1.748,1.8871,3.68913,4.78059,1.98666,-2.59767,6.45216,213,-0.025,1.05,0.175,7657
-9.09223e-07,9.22588e-07,-1.16603e-06,-0.000202829,-0.00020216,-0.000149587,-7.27987,-7.1816,0.540124,4.29112,0.5437,-6.42652,-8.03853,7.90054,213,20.125,0.075,0.175,7658
-7.14498e-07,9.08508e-07,-1.40384e-06,-0.000198137,-0.000167183,-0.000152444,-3.14986,1.39644,3.56122,4.01314,3.5876,2.65889,-4.43868,7.60457,213,19.2023,0.075,0.175,7659
-9.17774e-07,7.20836e-07,-1.38213e-06,-0.000165015,-0.000195846,-0.000159664,1.45669,-3.07165,2.24257,3.76558,3.03335,2.09207,-4.49781,7.10742,213,20.125,1.05,0.175,7660
8.18315e-07,-7.39086e-07,-1.36165e-06,-0.000205898,-0.000196437,-0.000151849,-7.69392,-6.30427,0.244522,4.81286,0.276689,-4.68132,-9.34904,8.33739,213,-0.025,19.425,0.175,7661
9.04427e-07,-5.68549e-07,-1.41614e-06,-0.000172703,-0.000167729,-0.000171157,1.16287,1.89335,1.38984,3.14252,4.75118,1.22875,-1.53387,5.45625,213,-0.025,18.45,0.175,7662
6.2749e-07,-6.6313e-07,-1.56546e-06,-0.000198708,-0.000182702,-0.000151369,-4.63731,-2.28639,2.31566,4.10628,2.32551,-1.0465,-5.88704,7.15008,213,0.897727,19.425,0.175,7663
-9.08907e-07,-5.65907e-07,-1.43495e-06,-0.000177253,-0.000161977,-0.000166642,1.02877,3.27254,2.58725,3.51903,5.68568,2.55526,-1.35238,6.10751,213,20.125,18.45,0.175,7664
-8.23379e-07,-7.30456e-07,-1.39453e-06,-0.000216077,-0.000194643,-0.000145686,-9.39652,-6.24845,0.942078,5.54906,1.01259,-5.62995,-10.0855,9.67326,213,20.125,19.425,0.175,7665
-6.23946e-07,-6.6113e-07,-1.57974e-06,-0.000203345,-0.000191125,-0.000145765,-6.01514,-4.22031,2.4419,5.26882,2.4713,-2.19852,-8.06634,9.1455,213,19.2023,19.425,0.175,7666
5.39215e-07,9.34757e-07,-1.45479e-06,-0.000158383,-0.000201639,-0.000151524,3.27022,-3.08307,4.27762,3.86092,4.51123,3.16415,-3.21061,7.14419,213,1.89773,0.075,0.175,7667
9.62164e-07,5.48372e-07,-1.40307e-06,-0.000197672,-0.000163808,-0.000157347,-3.18103,1.79272,2.74173,3.05437,2.81576,1.83063,-3.29298,5.68061,213,-0.025,2.01,0.175,7668
-5.38266e-07,9.32671e-07,-1.4477e-06,-0.000155037,-0.000203091,-0.000157975,3.33553,-3.72232,2.90402,3.93098,4.00229,2.37462,-3.85968,7.18771,213,18.2023,0.075,0.175,7669
-9.59707e-07,5.49433e-07,-1.39433e-06,-0.000197752,-0.000163361,-0.000160634,-3.46573,1.5855,1.98611,3.05618,2.50837,1.20151,-3.604,5.57502,213,20.125,2.01,0.175,7670
-9.81774e-07,-4.20159e-07,-1.38851e-06,-0.000206965,-0.000139295,-0.000166929,-4.01884,5.92005,1.86143,5.05427,6.01864,1.8339,-4.0899,8.79733,213,20.125,17.49,0.175,7671
-4.45341e-07,-6.4625e-07,-1.62207e-06,-0.000149019,-0.00022152,-0.000153656,3.46317,-7.18542,2.78205,5.49368,3.60937,2.82841,-7.37799,10.6184,213,18.2023,19.425,0.175,7672
9.83716e-07,-4.18694e-07,-1.39752e-06,-0.000207355,-0.000139082,-0.000165341,-3.94428,6.0832,2.22652,5.02843,6.09888,2.22453,-3.95798,8.78563,213,-0.025,17.49,0.175,7673
4.45853e-07,-6.46757e-07,-1.61662e-06,-0.000155216,-0.000221985,-0.000151293,2.15111,-7.65565,2.72727,5.33766,2.84832,2.20142,-7.82701,10.367,213,1.89773,19.425,0.175,7674
4.06337e-07,9.65101e-07,-1.40211e-06,-0.000128346,-0.000212368,-0.000148185,9.79859,-2.54212,6.88477,6.26322,9.90033,6.86701,-2.6261,11.3188,213,2.82045,0.075,0.175,7675
2.19132e-07,1.02052e-06,-1.4085e-06,-7.19734e-05,-0.000241136,-0.0001655,19.04,-5.80577,5.30323,12.5489,19.2802,5.0749,-5.81763,21.7984,213,4.74318,0.075,0.175,7676
2.9516e-07,9.9462e-07,-1.39567e-06,-9.38438e-05,-0.00021781,-0.000174433,15.1289,-3.0786,3.29228,9.13854,15.1905,3.23875,-3.08663,16.0765,213,3.82045,0.075,0.175,7677
1.11231e-07,1.0445e-06,-1.41163e-06,-4.37252e-05,-0.000221469,-0.000210524,23.4592,-2.6469,-1.03948,13.0569,23.4663,-1.04589,-2.64759,25.351,213,6.66591,0.075,0.175,7678
1.5635e-07,1.03361e-06,-1.41249e-06,-5.38677e-05,-0.000219066,-0.000204957,21.7664,-2.49715,-0.424846,12.173,21.8048,-0.419156,-2.54124,23.3574,213,5.74318,0.075,0.175,7679
4.26926e-08,1.06136e-06,-1.39897e-06,-2.99246e-05,-0.000239091,-0.000190282,27.0209,-3.70042,3.46835,15.3872,27.0706,3.42198,-3.7038,27.9025,213,8.58864,0.075,0.175,7680
7.19126e-08,1.05495e-06,-1.40845e-06,-3.45979e-05,-0.000239545,-0.000187851,26.0824,-4.01923,3.5733,15.0717,26.12,3.53987,-4.02338,27.1633,213,7.66591,0.075,0.175,7681
-1.25518e-08,1.06776e-06,-1.39477e-06,-2.784e-05,-0.000244719,-0.00018738,27.267,-4.5871,3.83454,15.9474,27.3066,3.79604,-4.58817,28.6384,213,10.5114,0.075,0.175,7682
1.30362e-08,1.06609e-06,-1.39086e-06,-2.81936e-05,-0.000244442,-0.000190853,26.8834,-4.87809,2.99282,15.9105,26.9385,2.94199,-4.88239,28.7196,213,9.58864,0.075,0.175,7683
-7.13748e-08,1.05447e-06,-1.40074e-06,-3.49011e-05,-0.000238546,-0.000184495,26.4167,-3.49366,4.44512,14.9686,26.4374,4.43046,-3.49972,26.8647,213,12.4341,0.075,0.175,7684
-4.17344e-08,1.06251e-06,-1.39939e-06,-3.01805e-05,-0.000237158,-0.000190315,27.1369,-3.26289,3.61719,15.2707,27.277,3.47858,-3.2644,27.7904,213,11.5114,0.075,0.175,7685
-1.5617e-07,1.03367e-06,-1.40974e-06,-5.38443e-05,-0.000218234,-0.000207758,21.588,-2.55673,-1.01809,12.1102,21.6225,-1.01129,-2.598,23.4674,213,14.3568,0.075,0.175,7686
-1.11022e-07,1.04423e-06,-1.40692e-06,-4.38949e-05,-0.000220376,-0.000210034,23.5663,-2.3543,-0.835377,12.9682,23.5811,-0.849264,-2.35521,25.2171,213,13.4341,0.075,0.175,7687
-2.95513e-07,9.94243e-07,-1.39846e-06,-9.39492e-05,-0.000217997,-0.000176201,14.9208,-3.29873,2.84003,9.16462,15.0284,2.73449,-3.30081,16.1791,213,16.2795,0.075,0.175,7688
-2.19202e-07,1.02039e-06,-1.40672e-06,-7.24853e-05,-0.000240373,-0.000163587,19.167,-5.49154,5.78637,12.4266,19.349,5.6172,-5.50432,21.5631,213,15.3568,0.075,0.175,7689
-4.06612e-07,9.64244e-07,-1.40462e-06,-0.000128072,-0.000214148,-0.000152378,9.30602,-3.3363,5.73607,6.44653,9.48672,5.6254,-3.40633,11.4611,213,17.2795,0.075,0.175,7690
1.02038e-06,-3.02889e-07,-1.38066e-06,-0.000223999,-0.000102177,-0.000163861,-4.3568,13.5358,4.47598,9.01161,13.6281,4.42197,-4.39511,15.6098,213,-0.025,16.515,0.175,7691
1.05069e-06,-2.19787e-07,-1.3917e-06,-0.000223176,-7.16703e-05,-0.00018273,-3.07143,19.181,2.86903,11.1376,19.2015,2.85093,-3.0738,19.9829,213,-0.025,15.555,0.175,7692
1.07166e-06,-1.55988e-07,-1.36632e-06,-0.000242627,-5.96796e-05,-0.000166079,-5.06921,21.8012,6.17373,13.4973,21.8984,6.10334,-5.09607,23.4906,213,-0.025,14.58,0.175,7693
1.08258e-06,-6.73377e-08,-1.35611e-06,-0.00023543,-3.25748e-05,-0.000198125,-3.80129,25.9931,1.67789,14.9239,26.0231,1.6713,-3.82465,27.5145,213,-0.025,12.645,0.175,7694
1.08239e-06,-1.04614e-07,-1.35094e-06,-0.000230112,-4.53349e-05,-0.000192606,-3.19996,23.9392,2.30873,13.6068,23.9801,2.30127,-3.23341,24.9116,213,-0.025,13.62,0.175,7695
1.11249e-06,1.24197e-09,-1.31578e-06,-0.000218621,-2.96842e-05,-0.000198451,0.478111,28.2283,3.44059,13.9026,28.2816,3.38914,0.476302,26.4693,213,-0.0625,10.2338,0.175,7696
1.10872e-06,-2.74812e-08,-1.32714e-06,-0.000218374,-2.90834e-05,-0.000197608,0.672618,28.4746,3.72252,13.9181,28.5083,3.6893,0.67212,26.457,213,-0.0625,11.2087,0.175,7697
1.09654e-06,-4.09852e-08,-1.35952e-06,-0.000234459,-2.57379e-05,-0.000198988,-3.00954,27.6464,2.20032,15.3555,27.679,2.19029,-3.03206,28.4615,213,-0.025,11.685,0.175,7698
1.0909e-06,-2.67377e-08,-1.36659e-06,-0.000276478,-2.95012e-05,-0.000190884,-12.7028,23.5719,-0.131095,18.2014,23.6927,-0.24455,-12.7102,32.0433,213,0.0125,11.1938,0.175,7699
1.09984e-06,5.97308e-08,-1.3324e-06,-0.000214338,-3.16441e-05,-0.000198976,1.27538,28.1085,3.53163,13.4425,28.1354,3.52976,1.25037,25.8209,213,-0.0625,8.29125,0.175,7700
1.10924e-06,2.95305e-08,-1.31847e-06,-0.000214075,-3.00239e-05,-0.000199425,1.44808,28.4806,3.59983,13.5273,28.4956,3.592,1.44092,26.0458,213,-0.0625,9.26625,0.175,7701
1.09456e-06,1.45198e-09,-1.35567e-06,-0.000276863,-2.88255e-05,-0.000188891,-12.5458,23.8847,0.375074,18.3024,24.0557,0.207356,-12.5491,32.1821,213,0.0125,10.2338,0.175,7702
1.10397e-06,1.53925e-08,-1.33772e-06,-0.000233766,-2.8542e-05,-0.000199179,-3.12314,27.0192,1.95683,15.0844,27.0448,1.93212,-3.12401,27.9854,213,-0.025,9.75,0.175,7703
1.09162e-06,2.89041e-08,-1.35815e-06,-0.00026938,-2.90144e-05,-0.000192167,-11.0711,24.2325,0.26949,17.7315,24.39,0.113747,-11.0729,31.4014,213,0.0125,9.26625,0.175,7704
1.06626e-06,1.56773e-07,-1.40288e-06,-0.000227418,-5.2429e-05,-0.000191818,-3.14197,22.5596,2.08692,12.9088,22.6199,2.08233,-3.19769,23.6244,213,-0.025,5.88,0.175,7705
1.0723e-06,1.10975e-07,-1.36845e-06,-0.000231908,-4.26551e-05,-0.000195317,-3.63447,24.162,1.73985,13.9397,24.2133,1.7202,-3.66607,25.6145,213,-0.025,6.855,0.175,7706
1.08573e-06,7.46848e-08,-1.36411e-06,-0.000228286,-3.28666e-05,-0.000200651,-2.3477,26.3545,1.71111,14.3936,26.407,1.6912,-2.38028,26.9829,213,-0.025,7.815,0.175,7707
1.08265e-06,5.86129e-08,-1.37162e-06,-0.000263245,-3.25217e-05,-0.000195923,-10.2757,23.6118,-0.387806,16.9887,23.695,-0.464325,-10.2824,30.2863,213,0.0125,8.30625,0.175,7708
1.05119e-06,2.17571e-07,-1.38301e-06,-0.000241371,-7.40881e-05,-0.000162433,-5.77331,18.7964,5.82082,12.3278,18.8746,5.75036,-5.78103,21.3672,213,-0.025,4.92,0.175,7709
1.02856e-06,3.01052e-07,-1.36363e-06,-0.000217904,-9.3493e-05,-0.000175199,-3.14001,15.1328,3.13227,9.14514,15.1469,3.1216,-3.14341,16.0996,213,-0.025,3.945,0.175,7710
9.95524e-07,4.05468e-07,-1.3582e-06,-0.000214118,-0.000127673,-0.000157718,-3.79097,8.90568,4.49274,6.44304,9.02385,4.44584,-3.86224,11.3144,213,-0.025,2.985,0.175,7711
-9.94634e-07,4.05439e-07,-1.35228e-06,-0.000213751,-0.000128324,-0.000162203,-4.18279,8.36429,3.38838,6.4291,8.60036,3.22737,-4.25785,11.1855,213,20.125,2.985,0.175,7712
-1.02853e-06,3.00698e-07,-1.36454e-06,-0.000218584,-9.3123e-05,-0.000175427,-3.29019,15.1369,3.04845,9.22516,15.1556,3.03419,-3.29468,16.2388,213,20.125,3.945,0.175,7713
-1.05174e-06,2.17612e-07,-1.38739e-06,-0.0002415,-7.42952e-05,-0.000163212,-5.89647,18.6618,5.60208,12.3126,18.7217,5.5492,-5.90354,21.3434,213,20.125,4.92,0.175,7714
-1.0675e-06,1.56544e-07,-1.40942e-06,-0.000228927,-5.36124e-05,-0.000190882,-3.52777,22.2216,2.06013,12.9086,22.2578,2.05548,-3.55937,23.518,213,20.125,5.88,0.175,7715
-1.0718e-06,1.09924e-07,-1.39365e-06,-0.000234893,-4.20768e-05,-0.000193141,-4.09466,24.2253,2.03774,14.1828,24.2507,2.03257,-4.11488,25.8461,213,20.125,6.855,0.175,7716
-1.11248e-06,2.92572e-08,-1.35242e-06,-0.000214772,-3.12182e-05,-0.000199685,1.14458,28.1041,3.36056,13.4877,28.1175,3.34963,1.14214,25.9421,213,20.1625,9.26625,0.175,7717
-1.10139e-06,6.01788e-08,-1.3672e-06,-0.000215567,-3.19933e-05,-0.000198333,1.00754,27.9699,3.53882,13.5001,27.9915,3.5334,0.991348,25.8231,213,20.1625,8.29125,0.175,7718
-1.08558e-06,7.51802e-08,-1.39659e-06,-0.000230477,-3.16328e-05,-0.000200435,-2.7387,26.4665,1.67369,14.6427,26.5142,1.65858,-2.7713,27.341,213,20.125,7.815,0.175,7719
-1.08411e-06,5.8971e-08,-1.40077e-06,-0.000264993,-3.28567e-05,-0.000194773,-10.6195,23.4755,-0.30597,17.0919,23.557,-0.380199,-10.6268,30.3851,213,20.0875,8.30625,0.175,7720
-1.10945e-06,-2.77804e-08,-1.37497e-06,-0.000219887,-2.82663e-05,-0.000197467,0.398553,28.5428,3.69139,14.0864,28.5704,3.66478,0.397591,26.6896,213,20.1625,11.2087,0.175,7721
-1.11482e-06,4.13855e-10,-1.35445e-06,-0.000219978,-2.93447e-05,-0.000197842,0.240755,28.24,3.49206,14.0246,28.2862,3.44969,0.236961,26.5888,213,20.1625,10.2338,0.175,7722
-1.09466e-06,2.86371e-08,-1.38621e-06,-0.000273213,-3.0003e-05,-0.000189418,-11.828,23.8935,0.47937,17.9503,24.0712,0.3031,-11.8294,31.6305,213,20.0875,9.26625,0.175,7723
-1.1071e-06,1.44598e-08,-1.36827e-06,-0.00023774,-2.9064e-05,-0.000196597,-3.88561,26.7637,2.15736,15.3302,26.7746,2.14673,-3.88584,28.1334,213,20.125,9.75,0.175,7724
-1.09666e-06,7.76716e-10,-1.388e-06,-0.00028168,-2.8343e-05,-0.000186641,-13.4482,23.7607,0.510689,18.7017,23.9528,0.321005,-13.4506,32.7654,213,20.0875,10.2338,0.175,7725
-1.08167e-06,-6.52088e-08,-1.38875e-06,-0.000238083,-3.21927e-05,-0.000196504,-4.25169,25.9884,1.85529,15.133,25.9993,1.85938,-4.26671,27.7155,213,20.125,12.645,0.175,7726
-1.08404e-06,-1.03906e-07,-1.35984e-06,-0.000231247,-4.66608e-05,-0.000192073,-3.54674,23.5643,2.20693,13.5706,23.5803,2.20508,-3.56086,24.7668,213,20.125,13.62,0.175,7727
-1.09649e-06,-4.08134e-08,-1.40772e-06,-0.000236902,-2.36392e-05,-0.000199316,-3.43124,27.8918,2.0893,15.6985,27.9315,2.08376,-3.46541,29.023,213,20.125,11.685,0.175,7728
-1.09147e-06,-2.69732e-08,-1.40753e-06,-0.000279433,-2.8998e-05,-0.000189655,-13.2511,23.5316,-0.0648765,18.4575,23.6545,-0.178356,-13.2606,32.4182,213,20.0875,11.1938,0.175,7729
-1.0717e-06,-1.55282e-07,-1.36398e-06,-0.000242337,-6.02517e-05,-0.000168496,-5.27895,21.4649,5.56649,13.4224,21.5455,5.50607,-5.29917,23.395,213,20.125,14.58,0.175,7730
-1.05074e-06,-2.19636e-07,-1.38653e-06,-0.000222567,-7.16309e-05,-0.000182295,-2.88075,19.2881,3.03433,11.0945,19.3057,3.01913,-2.8832,19.9053,213,20.125,15.555,0.175,7731
-1.02066e-06,-3.02442e-07,-1.36984e-06,-0.000222116,-0.000102687,-0.000169342,-4.46426,13.077,3.287,8.8448,13.1918,3.20569,-4.49778,15.3621,213,20.125,16.515,0.175,7732
-3.25963e-07,-6.65256e-07,-1.59982e-06,-0.00011334,-0.000227569,-0.000154925,11.3544,-5.42311,5.24647,8.40343,11.3658,5.25299,-5.44104,14.7343,213,17.2795,19.425,0.175,7733
-2.29609e-07,-6.78214e-07,-1.60097e-06,-8.05604e-05,-0.000238167,-0.00017397,16.462,-6.68647,2.74246,11.5782,16.4654,2.74352,-6.69093,20.1682,213,16.2795,19.425,0.175,7734
-1.64569e-07,-6.94328e-07,-1.60808e-06,-5.98481e-05,-0.000240462,-0.000173608,21.2593,-5.26848,4.55074,13.3219,21.3043,4.57673,-5.33948,23.3242,213,15.3568,19.425,0.175,7735
-1.14458e-07,-7.07072e-07,-1.60865e-06,-3.98757e-05,-0.00025444,-0.000191255,23.1037,-8.41051,0.8699,15.7631,23.1152,0.85886,-8.411,28.064,213,14.3568,19.425,0.175,7736
-8.18203e-08,-7.24736e-07,-1.60726e-06,-3.17432e-05,-0.000251896,-0.000182039,26.1574,-6.17752,4.08278,16.1955,26.1764,4.10098,-6.2147,28.6611,213,13.4341,19.425,0.175,7737
-5.25208e-08,-7.32739e-07,-1.60533e-06,-2.67662e-05,-0.000257431,-0.000186929,26.3792,-7.49978,2.85531,16.9462,26.3856,2.85588,-7.50677,30.081,213,12.4341,19.425,0.175,7738
-3.02192e-08,-7.36418e-07,-1.6071e-06,-2.21125e-05,-0.000253284,-0.000189453,27.6493,-6.30409,3.07111,16.9829,27.6602,3.06173,-6.30559,30.3851,213,11.5114,19.425,0.175,7739
-9.12457e-09,-7.37744e-07,-1.60699e-06,-1.99583e-05,-0.000256522,-0.000187219,28.0732,-6.67214,3.50679,17.3781,28.0785,3.50697,-6.67766,30.9474,213,10.5114,19.425,0.175,7740
9.18187e-09,-7.36828e-07,-1.60843e-06,-2.01788e-05,-0.000256419,-0.000189925,27.777,-6.92075,2.84556,17.3534,27.7802,2.84814,-6.92653,30.9977,213,9.58864,19.425,0.175,7741
3.02241e-08,-7.33014e-07,-1.61229e-06,-2.15494e-05,-0.000253995,-0.00018916,27.7457,-6.39474,3.12787,17.0766,27.7517,3.12866,-6.40153,30.5251,213,8.58864,19.425,0.175,7742
5.19069e-08,-7.30137e-07,-1.61046e-06,-2.65503e-05,-0.000257405,-0.000189475,26.1955,-7.71134,2.26585,16.9671,26.208,2.26826,-7.72625,30.2038,213,7.66591,19.425,0.175,7743
8.15793e-08,-7.24262e-07,-1.60908e-06,-3.24592e-05,-0.000246826,-0.000184827,26.1986,-5.28659,3.81948,15.7553,26.2078,3.82645,-5.30278,28.0819,213,6.66591,19.425,0.175,7744
1.1436e-07,-7.07941e-07,-1.60972e-06,-4.03295e-05,-0.000256483,-0.000190177,22.9043,-8.84323,0.895419,15.8868,22.9285,0.873179,-8.84514,28.1997,213,5.74318,19.425,0.175,7745
1.64913e-07,-6.96187e-07,-1.60754e-06,-5.99311e-05,-0.000238148,-0.000175943,21.2374,-4.93818,4.19823,13.1465,21.2789,4.23268,-5.01411,23.1019,213,4.74318,19.425,0.175,7746
2.29755e-07,-6.79198e-07,-1.59938e-06,-8.02289e-05,-0.00023851,-0.000174184,16.4896,-6.75795,2.69003,11.6253,16.4915,2.68937,-6.75914,20.2529,213,3.82045,19.425,0.175,7747
3.2585e-07,-6.66044e-07,-1.59647e-06,-0.000112945,-0.000227509,-0.000154277,11.5154,-5.31121,5.44472,8.43638,11.5359,5.4499,-5.33687,14.8001,213,2.82045,19.425,0.175,7748
-9.57626e-07,-5.86438e-07,-1.41124e-06,-0.000220504,-0.000176163,-0.000142355,-8.42195,-1.90947,3.05613,7.22983,5.96165,-4.73892,-8.49802,12.9945,213,20.2,18.525,0.25,7749
-1.14219e-06,-6.86692e-08,-1.36653e-06,-0.000270145,-3.42309e-05,-0.000195493,-12.0535,22.5964,-1.08899,18.0949,24.1144,-2.58517,-12.0753,32.501,213,20.2,12.675,0.25,7750
-1.15747e-06,4.36913e-08,-1.35865e-06,-0.00026555,-3.12835e-05,-0.00020708,-11.7567,22.6512,-3.16898,18.2438,24.7082,-5.20329,-11.7794,33.6844,213,20.2,8.775,0.25,7751
-1.10944e-06,2.24702e-07,-1.36782e-06,-0.000267867,-7.65817e-05,-0.000190302,-14.9793,13.1158,-3.58692,15.8063,16.6081,-7.05387,-15.0046,28.4821,213,20.2,4.875,0.25,7752
-9.74358e-07,7.48982e-07,-1.3434e-06,-0.00020883,-0.000215958,-0.000129655,-8.14876,-9.19561,3.48014,8.01641,5.10427,-8.03995,-10.9286,14.8015,213,20.2,0.975,0.25,7753
-1.05382e-06,4.15365e-07,-1.32802e-06,-0.000248942,-0.000127843,-0.000166963,-13.0404,4.74592,-0.99974,11.3043,9.53153,-5.74877,-13.077,19.9792,213,20.2,2.925,0.25,7754
-1.16348e-06,-1.23389e-08,-1.36375e-06,-0.000273306,-2.82051e-05,-0.000211195,-13.7176,22.2815,-4.59517,19.3827,25.0403,-7.34651,-13.7251,36.0025,213,20.2,10.725,0.25,7755
-1.13016e-06,1.11557e-07,-1.3739e-06,-0.000265622,-4.32135e-05,-0.000190597,-11.3485,21.3178,-0.329252,17.2663,23.1815,-2.19048,-11.351,30.9851,213,20.2,6.825,0.25,7756
-1.13382e-06,-1.58339e-07,-1.34241e-06,-0.000273567,-6.02747e-05,-0.000193307,-15.1059,16.2214,-3.31772,17.2728,19.4323,-6.52131,-15.1132,31.1513,213,20.2,14.625,0.25,7757
-1.07753e-06,-3.12311e-07,-1.34753e-06,-0.000253205,-0.000104243,-0.000176612,-12.7612,9.11764,-1.51159,12.4323,11.9608,-4.21228,-12.9037,21.8558,213,20.2,16.575,0.25,7758
-9.41146e-07,8.47214e-07,-1.24633e-06,-0.000167427,-0.000215415,-0.000152582,-0.289935,-7.33815,1.89033,5.46622,3.45126,-1.70783,-7.48119,9.47276,213,20.2,0.4875,0.2125,7759
-9.86658e-07,8.70842e-07,-1.25634e-06,-0.000236648,-0.000249674,-9.28862e-05,-14.5493,-16.4624,6.56578,13.8157,9.23484,-15.2842,-18.3966,26.2142,213,20.2,0.4875,0.2875,7760
-1.01711e-06,6.50502e-07,-1.38776e-06,-0.000245001,-0.000200804,-0.000135103,-15.9348,-9.44351,0.206432,10.665,5.31612,-14.4741,-16.0139,20.6033,213,20.2,1.4625,0.2875,7761
-9.31907e-07,-6.81864e-07,-1.40327e-06,-0.000251937,-0.00020357,-0.000103947,-14.9485,-7.8445,6.78752,13.8808,10.4218,-9.08759,-17.3397,24.6923,213,20.2,19.0125,0.2875,7762
-8.91629e-07,-6.71679e-07,-1.39213e-06,-0.000179409,-0.000177203,-0.000166128,-0.864384,-0.540365,1.08623,3.17812,3.58672,-1.13572,-2.76952,5.71719,213,20.2,19.0125,0.2125,7763
-1.02283e-06,-5.03366e-07,-1.40571e-06,-0.000257874,-0.000161465,-0.000142689,-16.0611,-1.90104,0.85679,12.0952,8.10548,-9.12583,-16.085,21.57,213,20.2,18.0375,0.2875,7764
-9.67877e-07,6.47729e-07,-1.3746e-06,-0.00016378,-0.000190639,-0.000179949,0.344343,-3.60058,-2.0304,3.48032,1.79608,-1.91816,-5.16456,6.03264,213,20.2,1.4625,0.2125,7765
-9.76846e-07,-5.05615e-07,-1.39178e-06,-0.000169175,-0.000161786,-0.000191478,0.666767,1.75211,-2.60895,3.21899,2.8077,0.632504,-3.63028,5.67232,213,20.2,18.0375,0.2125,7766
-1.06099e-06,4.81336e-07,-1.34793e-06,-0.000262452,-0.000145711,-0.000148285,-16.2117,0.934582,0.556524,12.7407,9.0438,-7.32682,-16.4376,22.3641,213,20.2,2.4375,0.2875,7767
-1.0939e-06,3.58095e-07,-1.33338e-06,-0.000274706,-0.00010678,-0.00016633,-17.2047,7.45936,-1.28702,15.193,13.1696,-6.98554,-17.2165,26.7789,213,20.2,3.4125,0.2875,7768
-1.01617e-06,5.59048e-07,-1.367e-06,-0.000163049,-0.000171016,-0.000190195,1.39651,0.226244,-2.59065,3.62362,3.02056,0.238221,-4.22667,6.33242,213,20.2,1.95,0.25,7769
-1.01135e-06,4.83343e-07,-1.33347e-06,-0.000183266,-0.000148691,-0.000187633,-1.13648,3.94169,-1.7779,3.60235,4.59629,-0.960572,-2.60841,6.53842,213,20.2,2.4375,0.2125,7770
-1.1214e-06,2.65815e-07,-1.36124e-06,-0.000287534,-8.7135e-05,-0.000166271,-18.4464,10.9873,-0.635862,17.2271,15.9721,-5.58508,-18.482,30.1507,213,20.2,4.3875,0.2875,7771
-1.13874e-06,1.90508e-07,-1.38597e-06,-0.000292429,-6.72247e-05,-0.000172679,-18.3607,14.7161,-0.772444,18.8187,19.2697,-5.31907,-18.3677,33.1018,213,20.2,5.3625,0.2875,7772
-1.08438e-06,3.09441e-07,-1.33655e-06,-0.000176789,-9.33865e-05,-0.000218293,2.72362,14.9734,-3.37222,9.58015,15.3772,2.73074,-3.78312,16.8742,213,20.2,3.9,0.25,7773
-1.07542e-06,2.63343e-07,-1.34482e-06,-0.000195435,-8.68884e-05,-0.000213531,-0.705181,15.2375,-3.36312,9.61872,15.5551,-0.703636,-3.68231,17.9346,213,20.2,4.3875,0.2125,7774
-1.0459e-06,3.57447e-07,-1.3182e-06,-0.000192736,-0.000110349,-0.000210881,-2.00169,10.0989,-4.66676,7.87715,10.5927,-2.0007,-5.16158,14.4358,213,20.2,3.4125,0.2125,7775
-1.14809e-06,1.34338e-07,-1.38649e-06,-0.000284333,-5.01712e-05,-0.000181135,-15.6113,18.7811,-0.454185,18.7882,21.7595,-3.22705,-15.8169,33.1272,213,20.2,6.3375,0.2875,7776
-1.15773e-06,9.16273e-08,-1.37999e-06,-0.000285115,-3.66084e-05,-0.000194681,-15.7978,20.7016,-2.51524,19.6811,23.4079,-5.065,-15.9544,35.2042,213,20.2,7.3125,0.2875,7777
-1.09476e-06,1.8915e-07,-1.36976e-06,-0.000204003,-6.54773e-05,-0.000229309,-2.23789,18.108,-5.95475,12.6782,18.7554,-2.239,-6.60107,23.4813,213,20.2,5.3625,0.2125,7778
-1.12174e-06,1.59684e-07,-1.38668e-06,-0.000189918,-5.61633e-05,-0.000220783,2.81465,22.4599,-1.71867,12.3948,22.6888,2.96789,-2.1008,22.684,213,20.2,5.85,0.25,7779
-1.10389e-06,1.33988e-07,-1.37003e-06,-0.000205365,-4.85373e-05,-0.000210702,0.757105,23.7911,-0.0268664,12.1794,23.8738,1.13261,-0.485074,23.5917,213,20.2,6.3375,0.2125,7780
-1.17223e-06,5.888e-08,-1.37398e-06,-0.000296235,-3.35242e-05,-0.000182532,-17.0465,21.5391,-0.346461,20.7943,24.5363,-3.33793,-17.0523,36.706,213,20.2,8.2875,0.2875,7781
