Displacement:0,Displacement:1,Displacement:2,Strain vectors:0,Strain vectors:1,Strain vectors:2,Stress vectors:0,Stress vectors:1,Stress vectors:2,Max shear stress (Tresca),Maximum Principal stress,Median Principal stress,Minimum Principal stress,Von Mises stress,Temperature,Points:0,Points:1,Points:2,Point ID
7.79978e-07,8.17356e-07,-9.67228e-07,-0.000248514,-0.000243166,-0.00440762,11.518,11.8906,10.4719,2.24663,13.0678,12.2382,8.57451,4.14128,213,0,0,0,0
0,0,0,-0.000292231,-0.000273962,-0.0106544,27.9993,28.025,13.4155,13.0431,33.8533,27.8195,7.76703,23.6538,213,0,0,-0.1,1
-7.9941e-07,8.33655e-07,-1.06757e-06,-0.000259879,-0.000249781,-0.00472556,9.01946,9.7446,9.07081,2.59455,11.2948,10.4344,6.10568,4.81689,213,20.1,0,0,2
0,0,0,-0.000285568,-0.000267305,-0.0111767,27.1729,27.1986,11.8446,13.4524,33.0626,26.9957,6.1578,24.4427,213,20.1,0,-0.1,3
4.85848e-07,-7.69209e-07,-1.43739e-06,-0.000239331,-0.000222731,-0.00603739,6.63533,7.51472,0.798565,4.39184,8.39319,6.94592,-0.390496,8.15692,213,0,21.1,0,4
0,0,0,-0.000219108,-0.000205557,-0.0144426,22.1145,22.1336,2.0963,13.3463,25.5276,21.9819,-1.16505,25.1083,213,0,21.1,-0.1,5
-4.83073e-07,-7.77371e-07,-1.44652e-06,-0.000240065,-0.000220154,-0.00605756,6.5729,7.7011,0.673864,4.45857,8.3783,7.10842,-0.538853,8.35491,213,20.1,21.1,0,6
0,0,0,-0.000219787,-0.00020393,-0.0144469,22.1081,22.1304,2.08479,13.3904,25.563,21.978,-1.21772,25.1804,213,20.1,21.1,-0.1,7
1.96841e-06,1.95689e-06,-1.85997e-06,-0.0015921,-0.00156553,-0.00177326,2.03691,2.55658,-0.104971,2.2294,4.30951,0.328309,-0.1493,4.24023,213,-0.1,0,0.5025,8
1.99014e-06,1.97715e-06,-1.90322e-06,-0.0016178,-0.00158963,-0.00188244,0.777285,0.861358,-0.0127099,0.580401,1.14699,0.492745,-0.0138069,1.00799,213,-0.1,0,0.525,9
-1.92869e-06,1.92226e-06,-2.01084e-06,-0.00157503,-0.00155424,-0.00178896,2.62177,3.02868,-0.169651,2.66798,5.13117,0.554424,-0.204796,4.99978,213,20.2,0,0.5025,10
-1.94547e-06,1.93814e-06,-2.0544e-06,-0.00159654,-0.00157484,-0.0019035,0.888299,0.953079,-0.0279849,0.662888,1.29707,0.545034,-0.0287081,1.15161,213,20.2,0,0.525,11
1.82849e-06,-1.71853e-06,-2.21983e-06,-0.00158336,-0.00154174,-0.00183455,2.08422,2.66871,0.0067627,2.01727,4.01046,0.773309,-0.0240782,3.70084,213,-0.1,19.5,0.5025,12
1.84497e-06,-1.72981e-06,-2.26351e-06,-0.00160549,-0.00156058,-0.00190162,0.884403,1.01846,0.000438211,0.66266,1.32537,0.577882,5.02378e-05,1.15089,213,-0.1,19.5,0.525,13
-1.82035e-06,-1.70158e-06,-2.26252e-06,-0.00158,-0.0015397,-0.00181809,2.35971,3.03812,-0.158371,2.4848,4.77681,0.655438,-0.192792,4.60447,213,20.2,19.5,0.5025,14
-1.8353e-06,-1.71201e-06,-2.3063e-06,-0.0016003,-0.00155759,-0.00190585,0.912403,1.03989,0.00029123,0.686124,1.37214,0.580554,-0.000108947,1.19307,213,20.2,19.5,0.525,15
1.95192e-06,1.94156e-06,-1.82986e-06,-0.00157113,-0.00154535,-0.00179037,2.63959,3.06794,0.22647,3.0798,5.41621,1.26118,-0.743394,5.44166,213,-0.1,0,0.485,16
-1.91605e-06,1.91036e-06,-1.98053e-06,-0.00155653,-0.0015357,-0.00183014,2.68438,2.96883,0.180575,3.19591,5.4664,1.29281,-0.925426,5.62115,213,20.2,0,0.485,17
1.81608e-06,-1.71014e-06,-2.18942e-06,-0.00156408,-0.00152523,-0.00178881,3.2499,4.01464,0.0319314,3.69911,6.56959,1.55551,-0.828627,6.54059,213,-0.1,19.5,0.485,18
-1.80908e-06,-1.6938e-06,-2.23208e-06,-0.00156228,-0.00152363,-0.00180476,3.05404,3.70174,0.235939,3.55303,6.3138,1.47017,-0.792253,6.2879,213,20.2,19.5,0.485,19
1.79028e-06,1.78552e-06,-1.6961e-06,-0.00140997,-0.00138537,-0.00177275,3.77497,4.6404,0.870236,4.41288,8.07042,1.97052,-0.755333,7.82729,213,-0.1,0,0.415,20
-1.76479e-06,1.76299e-06,-1.84612e-06,-0.00140087,-0.0013791,-0.00169619,4.58542,5.52409,1.13799,5.19445,9.94548,1.74544,-0.443421,9.48581,213,20.2,0,0.415,21
1.66723e-06,-1.57127e-06,-2.05531e-06,-0.00140628,-0.0013718,-0.00177873,4.25807,5.45316,0.921846,4.89235,9.01169,2.39439,-0.773,8.64758,213,-0.1,19.5,0.415,22
-1.66345e-06,-1.55808e-06,-2.09741e-06,-0.00140704,-0.00136826,-0.00173339,4.13214,5.8003,0.0381748,5.564,9.69835,1.70191,-1.42965,9.93937,213,20.2,19.5,0.415,23
1.77384e-06,1.77034e-06,-1.67e-06,-0.00138192,-0.00135742,-0.00170195,5.51152,6.5278,0.547039,8.79599,13.3562,3.46596,-4.23579,15.2744,213,-0.1,0,0.3975,24
-1.7522e-06,1.75121e-06,-1.81998e-06,-0.00138145,-0.00135977,-0.001615,6.2243,7.3038,0.662877,9.29186,14.8359,3.10293,-3.74784,16.2781,213,20.2,0,0.3975,25
1.65496e-06,-1.5629e-06,-2.02906e-06,-0.00138066,-0.00134856,-0.00161703,6.58417,8.20026,0.721459,9.54047,15.2348,4.11723,-3.84614,16.5997,213,-0.1,19.5,0.3975,26
-1.65228e-06,-1.55037e-06,-2.07116e-06,-0.00138384,-0.00134559,-0.00174366,5.48235,6.7797,1.46839,9.34341,14.3548,3.70766,-4.33202,16.2357,213,20.2,19.5,0.3975,27
1.66314e-06,1.66105e-06,-1.62965e-06,-0.00127535,-0.0012445,-0.00879758,12.9443,13.0055,2.02877,10.2399,17.7844,12.8895,-2.69535,18.5239,213,-0.1,0,0.375,28
-1.64191e-06,1.64205e-06,-1.7796e-06,-0.00127739,-0.00125054,-0.00770157,11.2356,11.2926,1.6721,10.2091,16.7385,11.1415,-3.67972,18.2743,213,20.2,0,0.375,29
1.54599e-06,-1.454e-06,-1.98902e-06,-0.00127558,-0.00123759,-0.00768461,11.3086,11.3904,1.76916,10.4092,17.0185,11.2496,-3.79996,18.6169,213,-0.1,19.5,0.375,30
-1.54411e-06,-1.44209e-06,-2.03076e-06,-0.00127879,-0.00122991,-0.00878,13.0048,13.1025,2.13611,10.8389,18.4839,12.9535,-3.19392,19.5096,213,20.2,19.5,0.375,31
1.03054e-06,1.03662e-06,-9.69937e-07,-0.000317112,-0.000309695,-0.00539999,-5.74372,-5.12685,6.02841,14.2988,14.6478,-5.54013,-13.9499,25.4569,213,-0.1,0,0.325,32
-1.00645e-06,1.01672e-06,-1.11809e-06,-0.000306366,-0.000301708,-0.00539514,-4.42972,-4.04417,4.89385,14.1759,14.7392,-4.70662,-13.6126,25.1126,213,20.2,0,0.325,33
9.05777e-07,-8.10926e-07,-1.33092e-06,-0.000309915,-0.000279236,-0.00538402,-3.92141,-1.22745,5.36956,14.5035,16.2174,-3.20704,-12.7897,25.5983,213,-0.1,19.5,0.325,34
-9.0204e-07,-7.95876e-07,-1.37268e-06,-0.000311989,-0.000265183,-0.0053856,-3.95174,0.0875627,4.62514,14.5798,16.3392,-2.75783,-12.8204,25.6538,213,20.2,19.5,0.325,35
9.16698e-07,9.31015e-07,-9.53961e-07,-0.000189094,-0.000185984,-0.000135249,-1.12678,-0.66995,6.78169,4.69317,6.7841,0.803105,-2.60224,8.23019,213,-0.1,0,0.175,36
-9.2326e-07,9.38717e-07,-1.09899e-06,-0.000192754,-0.000189882,-0.00013459,-2.3091,-1.88729,6.23375,4.42552,6.25532,-1.62224,-2.59572,8.40668,213,20.2,0,0.175,37
8.25746e-07,-7.62417e-07,-1.31179e-06,-0.000193691,-0.00017866,-0.00013385,-1.41613,0.791493,7.37301,4.63898,7.37657,1.27321,-1.9014,8.16731,213,-0.1,19.5,0.175,38
-8.31178e-07,-7.52945e-07,-1.35161e-06,-0.000201758,-0.000172795,-0.000135069,-2.92083,1.33306,6.8741,4.91127,6.88872,1.33143,-2.93383,8.53107,213,20.2,19.5,0.175,39
8.88498e-07,8.98887e-07,-1.14242e-06,-0.000202352,-0.000204863,-0.00105727,6.69396,6.30736,5.58711,2.48422,7.96261,7.63165,2.99417,4.8115,213,0.05,0.15,0.175,40
-8.94326e-07,9.05255e-07,-1.23097e-06,-0.000219909,-0.000219533,-0.00085555,0.0701918,0.0588448,5.23634,5.25475,6.91728,2.04032,-3.59222,9.10933,213,20.05,0.15,0.175,41
-8.14116e-07,-7.0519e-07,-1.43507e-06,-0.000235167,-0.000191622,-0.000846036,-1.11793,2.73921,6.02359,8.81435,10.895,3.48366,-6.73375,15.3312,213,20.05,19.35,0.175,42
8.09698e-07,-7.13597e-07,-1.40983e-06,-0.000221475,-0.000196668,-0.00100723,4.35205,5.8899,6.51975,7.85946,12.5968,7.28704,-3.12213,13.8497,213,0.05,19.35,0.175,43
8.53082e-07,8.64438e-07,-1.08341e-06,-0.00020905,-0.00021409,-0.000714948,3.49228,2.57754,7.41169,4.46631,10.1174,2.17935,1.18477,8.47919,213,0.05,0.15,0.15,44
-8.51342e-07,8.61033e-07,-1.15584e-06,-0.000207934,-0.000208485,-0.00115767,5.64493,5.20512,4.72642,5.48423,11.4774,3.59005,0.508978,9.79825,213,20.05,0.15,0.15,45
7.563e-07,-6.15614e-07,-1.35923e-06,-0.000217503,-4.50107e-05,-0.00068388,11.1265,30.9916,11.3044,15.6462,35.2733,14.1681,3.98102,27.6443,213,0.05,19.35,0.15,46
-7.60706e-07,-6.23086e-07,-1.36055e-06,-0.000226938,-6.26001e-05,-0.0011126,8.38361,26.6648,6.24588,15.3271,30.4915,10.9653,-0.162563,26.8773,213,20.05,19.35,0.15,47
8.57652e-07,8.91818e-07,-9.91163e-07,-0.000199164,-0.000197881,-0.000154081,-6.41917,-6.23072,0.202438,5.27483,0.253426,-2.40464,-10.2962,9.50364,213,0,0,0.15,48
-8.5599e-07,8.87666e-07,-1.09017e-06,-0.000196634,-0.000194912,-0.000157436,-5.84704,-5.59413,-0.0898644,4.60041,-0.0840121,-2.16218,-9.28484,8.35782,213,20.1,0,0.15,49
5.07278e-07,-7.70539e-07,-1.46045e-06,-0.000209689,-0.00017998,-0.000147743,-6.68293,-2.31948,2.41535,7.87242,5.83593,-2.51408,-9.90891,13.6438,213,0,21.1,0.15,50
-5.04751e-07,-7.73829e-07,-1.46955e-06,-0.000211998,-0.00017649,-0.000154154,-7.51091,-2.29566,0.98492,7.29726,4.17877,-2.58468,-10.4157,12.6505,213,20.1,21.1,0.15,51
4.94279e-07,5.08043e-07,-4.72214e-07,-0.000528061,-0.000502627,-0.00967215,28.5175,28.5533,15.6481,10.0673,32.2992,28.2551,12.1646,18.448,213,0,0,-0.05,52
5.25607e-07,8.37638e-07,-1.33424e-06,-0.000127671,-0.000249679,-0.00591401,15.6798,9.13688,4.75987,7.05183,16.61,10.4602,2.50634,12.2474,213,1.82727,0,0,53
2.96285e-07,8.94635e-07,-1.26878e-06,-9.853e-05,-0.000276325,-0.00670471,19.7245,10.126,5.96584,7.62556,20.1203,10.8268,4.86922,13.3128,213,3.65455,0,0,54
1.62439e-07,9.30331e-07,-1.28476e-06,-5.3903e-05,-0.000303592,-0.00771098,22.8953,10.7371,3.52946,10.6414,23.7966,10.8514,2.51385,18.5748,213,5.48182,0,0,55
8.17275e-08,9.52301e-07,-1.28329e-06,-3.40418e-05,-0.000307809,-0.00688592,25.0643,9.70629,4.22194,11.2376,25.8565,9.75468,3.38135,20.0627,213,7.30909,0,0,56
2.57493e-08,9.63539e-07,-1.26401e-06,-2.98604e-05,-0.000288556,-0.00623456,26.2475,8.71657,6.08926,10.9886,27.1505,8.72967,5.1732,20.4325,213,9.13636,0,0,57
-2.52772e-08,9.62004e-07,-1.27208e-06,-2.61672e-05,-0.000281929,-0.00630651,26.0247,8.55297,4.28721,11.7262,26.8789,8.55955,3.42646,21.3537,213,10.9636,0,0,58
-8.24442e-08,9.50958e-07,-1.27778e-06,-3.57683e-05,-0.000300927,-0.00689723,25.1283,10.111,4.61385,11.0619,25.9056,10.1656,3.78194,19.7226,213,12.7909,0,0,59
-1.61567e-07,9.28738e-07,-1.2806e-06,-5.39188e-05,-0.000288495,-0.00701974,22.9567,9.76037,3.58084,10.5532,23.7494,9.90548,2.64301,18.5725,213,14.6182,0,0,60
-2.96898e-07,8.93808e-07,-1.2722e-06,-9.76432e-05,-0.00027382,-0.00672541,19.782,10.272,5.6892,7.7921,20.1871,10.9532,4.6029,13.5731,213,16.4455,0,0,61
-5.22201e-07,8.37027e-07,-1.32482e-06,-0.000129915,-0.000227874,-0.00588966,15.5008,9.05427,4.91188,6.82746,16.2456,10.6308,2.59064,11.8875,213,18.2727,0,0,62
6.3268e-07,8.14986e-07,-1.27157e-06,-0.000139207,-0.000203919,-0.00660566,16.1759,11.378,6.22253,6.39653,16.4962,13.5771,3.70311,11.6121,213,0.913636,0,0,63
3.99763e-07,8.66647e-07,-1.28084e-06,-0.000125498,-0.00022236,-0.00665053,17.078,9.89652,6.33721,6.25582,17.2648,11.2937,4.75318,10.8391,213,2.74091,0,0,64
2.20217e-07,9.15628e-07,-1.27876e-06,-7.32485e-05,-0.000234883,-0.00663808,22.1475,10.1637,6.41935,8.2649,22.2676,10.7252,5.7378,14.6856,213,4.56818,0,0,65
1.18276e-07,9.45219e-07,-1.2861e-06,-4.41701e-05,-0.000238115,-0.00673392,24.8515,10.4721,6.00307,9.51841,24.8789,10.6058,5.84203,17.1583,213,6.39545,0,0,66
5.30019e-08,9.61402e-07,-1.27363e-06,-3.06346e-05,-0.000246308,-0.00662712,26.3663,10.376,6.79423,9.9414,26.5086,10.402,6.62585,18.2895,213,8.22273,0,0,67
-6.73271e-10,9.6545e-07,-1.2638e-06,-2.79247e-05,-0.000244239,-0.00650578,26.9496,10.9118,7.27748,10.252,27.3656,10.9117,6.86153,18.8089,213,10.05,0,0,68
-5.14355e-08,9.58991e-07,-1.27246e-06,-3.12851e-05,-0.000240248,-0.00661447,26.2448,10.7519,6.1821,10.2141,26.4083,10.7904,5.98005,18.4983,213,11.8773,0,0,69
-1.18538e-07,9.43294e-07,-1.28178e-06,-4.33008e-05,-0.000236815,-0.00670098,25.1445,10.797,6.39075,9.4641,25.1687,10.923,6.24053,17.0755,213,13.7045,0,0,70
-2.20456e-07,9.14843e-07,-1.27642e-06,-7.40608e-05,-0.000232962,-0.0066381,21.9777,10.1965,6.05261,8.35044,22.097,10.7337,5.3961,14.7738,213,15.5318,0,0,71
-3.9846e-07,8.62944e-07,-1.28466e-06,-0.000123299,-0.000215609,-0.00668275,17.5471,10.7031,6.49227,6.57069,18.0414,11.8011,4.90001,11.3856,213,17.3591,0,0,72
-6.40361e-07,8.24676e-07,-1.28173e-06,-0.000151705,-0.000213274,-0.00669598,14.3425,9.77763,5.63328,5.94998,14.844,11.9654,2.94403,10.7536,213,19.1864,0,0,73
0,0,0,1.57739e-06,-0.000166314,-0.0143334,23.0312,22.7949,2.85603,12.7851,25.6974,22.8575,0.127161,24.2752,213,1.82727,0,-0.1,74
0,0,0,-1.65228e-06,7.60265e-11,-0.0125168,26.2773,26.2796,8.66338,13.7498,31.2201,26.2796,3.72058,25.3923,213,3.65455,0,-0.1,75
0,0,0,7.66903e-07,-0.000107166,-0.0127389,25.7439,25.592,7.814,12.696,29.475,25.5919,4.08298,23.6904,213,5.48182,0,-0.1,76
0,0,0,-8.86735e-07,-5.46432e-05,-0.0126652,25.9461,25.8705,8.12227,13.4152,30.4488,25.8716,3.61844,24.8599,213,7.30909,0,-0.1,77
0,0,0,-1.14464e-06,-5.07931e-05,-0.0124787,26.2579,26.188,8.69688,12.8671,30.3442,26.1885,4.61003,23.9285,213,9.13636,0,-0.1,78
0,0,0,-5.12101e-07,-4.85567e-05,-0.0125504,26.1459,26.0782,8.48313,12.8584,30.1727,26.0786,4.45584,23.9339,213,10.9636,0,-0.1,79
0,0,0,-1.24522e-06,-5.06714e-05,-0.0126037,26.0526,25.983,8.31575,13.338,30.5215,25.9842,3.84562,24.7215,213,12.7909,0,-0.1,80
0,0,0,2.36599e-06,-0.000148502,-0.0132575,24.8294,24.6171,6.16733,12.4201,27.9146,24.6247,3.07445,23.3696,213,14.6182,0,-0.1,81
0,0,0,-3.28607e-07,6.17906e-08,-0.0126047,26.137,26.1375,8.39742,13.7046,30.973,26.1351,3.56382,25.339,213,16.4455,0,-0.1,82
0,0,0,2.88912e-06,-0.000141046,-0.0139544,23.6989,23.4963,4.05529,12.8506,26.6946,23.5625,0.993444,24.287,213,18.2727,0,-0.1,83
0,0,0,1.32239e-10,3.07097e-09,-0.0121454,26.8921,26.8921,9.79855,16.1274,34.4727,26.8921,2.21792,29.2118,213,0.913636,0,-0.1,84
0,0,0,1.79238e-10,1.50333e-09,-0.0126016,26.143,26.143,8.4074,14.2417,31.5169,26.143,3.0335,26.2129,213,2.74091,0,-0.1,85
0,0,0,9.96494e-11,1.51416e-09,-0.0124803,26.3422,26.3422,8.77728,14.3037,31.8634,26.3422,3.25605,26.2853,213,4.56818,0,-0.1,86
0,0,0,5.36585e-11,2.05487e-09,-0.0124362,26.4146,26.4146,8.91184,15.1586,32.8218,26.4146,2.50466,27.6755,213,6.39545,0,-0.1,87
0,0,0,3.51065e-11,1.67218e-09,-0.0123395,26.5734,26.5734,9.20663,14.6499,32.5399,26.5734,3.24013,26.819,213,8.22273,0,-0.1,88
0,0,0,3.26343e-11,1.10788e-09,-0.0123097,26.6223,26.6223,9.29754,13.7167,31.6766,26.6223,4.24319,25.288,213,10.05,0,-0.1,89
0,0,0,3.72185e-11,1.58301e-09,-0.0123323,26.5853,26.5853,9.22873,14.5058,32.4128,26.5853,3.40126,26.5813,213,11.8773,0,-0.1,90
0,0,0,5.1021e-11,2.01328e-09,-0.0123864,26.4963,26.4963,9.06356,15.0758,32.8557,26.4963,2.70413,27.5284,213,13.7045,0,-0.1,91
0,0,0,1.10372e-10,1.5137e-09,-0.0124804,26.342,26.342,8.77696,14.2523,31.8118,26.342,3.30717,26.2015,213,15.5318,0,-0.1,92
0,0,0,1.74719e-10,1.02729e-09,-0.0128359,25.7584,25.7584,7.6931,13.3994,30.1252,25.7584,3.32632,24.9043,213,17.3591,0,-0.1,93
0,0,0,1.65551e-10,3.08682e-09,-0.0123296,26.5896,26.5896,9.23674,16.2971,34.2102,26.5896,1.61609,29.5307,213,19.1864,0,-0.1,94
-5.02918e-07,5.15073e-07,-5.22437e-07,-0.000523953,-0.000495204,-0.0106756,26.8947,26.9351,12.6072,10.7469,30.6431,26.6446,9.14931,19.7997,213,20.1,0,-0.05,95
3.25514e-07,-4.67136e-07,-7.1133e-07,-0.000422268,-0.000392475,-0.0143737,21.3012,21.3431,1.6658,11.7884,23.3754,21.1361,-0.201423,22.5408,213,0,21.1,-0.05,96
7.48372e-07,-5.95217e-07,-1.32751e-06,-0.000268894,-7.21048e-05,-0.0056501,9.16336,22.6308,6.97463,9.94025,23.3707,11.9079,3.49017,17.2842,213,0,19.1818,0,97
8.78849e-07,-3.72192e-07,-1.30374e-06,-0.000259959,-0.000123234,-0.00519854,5.6437,15.2732,6.23555,6.61653,16.0762,8.23316,2.84311,11.5256,213,0,17.2636,0,98
9.37877e-07,-1.94374e-07,-1.31147e-06,-0.000254528,-6.59468e-05,-0.00505408,6.16242,22.3725,7.13604,9.10624,22.9488,7.9859,4.73629,16.8247,213,0,15.3455,0,99
9.54456e-07,-9.05929e-08,-1.26643e-06,-0.000295149,-4.04773e-05,-0.00691942,9.96196,24.9164,5.59985,10.2591,25.4724,10.0516,4.95422,18.5038,213,0,13.4273,0,100
9.70938e-07,-3.74659e-08,-1.26641e-06,-0.00026844,-2.60034e-05,-0.00469239,6.24899,27.6188,7.74966,10.8999,27.9831,7.45117,6.18322,21.1943,213,0,11.5091,0,101
9.76169e-07,1.83204e-08,-1.25005e-06,-0.000276993,-2.83047e-05,-0.00537609,7.69049,27.3089,8.41224,10.0256,27.6072,8.24835,7.55606,19.7141,213,0,9.59091,0,102
9.60995e-07,7.75024e-08,-1.27624e-06,-0.000262855,-3.38514e-05,-0.00474462,6.45322,26.5893,7.47339,10.2589,26.849,7.33561,6.33128,20.0345,213,0,7.67273,0,103
9.46038e-07,1.52295e-07,-1.31727e-06,-0.000281033,-4.79788e-05,-0.00650969,7.96454,23.1356,3.05913,10.9644,23.9022,8.28365,1.97337,19.5529,213,0,5.75455,0,104
9.09945e-07,2.95852e-07,-1.2796e-06,-0.000235966,-9.58261e-05,-0.00384086,3.72443,18.4531,8.05888,8.01889,19.0684,8.13738,3.03062,14.1911,213,0,3.83636,0,105
8.39918e-07,5.41032e-07,-1.32742e-06,-0.000257443,-0.000141157,-0.00515198,5.81149,12.2573,3.27414,6.73646,13.5282,7.75936,0.0553236,11.7079,213,0,1.91818,0,106
6.0949e-07,-6.58797e-07,-1.38548e-06,-0.000234419,-9.07057e-05,-0.0072223,8.56116,19.2163,4.167,9.54688,19.341,12.3563,0.247185,16.733,213,0,20.1409,0,107
8.31526e-07,-4.9101e-07,-1.34359e-06,-0.000221558,-0.000116268,-0.00465249,5.49872,15.7078,5.94803,7.00583,16.0271,9.11209,2.0154,12.1348,213,0,18.2227,0,108
9.13863e-07,-2.71885e-07,-1.29986e-06,-0.000229671,-9.27007e-05,-0.0044858,7.64104,21.0154,11.9825,7.85412,22.4968,11.3536,6.78856,13.9957,213,0,16.3045,0,109
9.53358e-07,-1.37324e-07,-1.27597e-06,-0.00024566,-5.41034e-05,-0.00665322,9.9936,24.1959,7.43217,8.74051,24.3285,10.4457,6.84749,15.9885,213,0,14.3864,0,110
9.62317e-07,-5.90011e-08,-1.27203e-06,-0.000238382,-2.76963e-05,-0.00658532,11.4415,27.0621,7.16082,10.1269,27.2251,11.468,6.97137,18.4217,213,0,12.4682,0,111
9.74172e-07,-8.11062e-09,-1.24759e-06,-0.000256422,-2.90827e-05,-0.00647979,9.63775,26.493,7.29326,9.81989,26.711,9.64173,7.07125,18.489,213,0,10.55,0,112
9.70593e-07,4.78512e-08,-1.255e-06,-0.000253539,-3.08529e-05,-0.00653088,9.64103,26.1513,6.72672,9.91372,26.3323,9.68193,6.50484,18.4453,213,0,8.63182,0,113
9.55122e-07,1.13928e-07,-1.28525e-06,-0.000236116,-3.89908e-05,-0.00454742,6.01541,25.3505,4.93894,10.8271,25.527,6.90517,3.87272,20.3085,213,0,6.71364,0,114
9.30548e-07,2.14747e-07,-1.29835e-06,-0.000238313,-7.48395e-05,-0.00451522,7.32952,23.3244,12.5384,9.15554,25.0449,11.4136,6.73382,16.4774,213,0,4.79545,0,115
8.76511e-07,4.03936e-07,-1.28032e-06,-0.000223523,-0.000127818,-0.00448416,3.93219,13.2628,3.77572,6.56222,14.1777,5.73975,1.05326,11.5198,213,0,2.87727,0,116
8.02119e-07,6.66731e-07,-1.27733e-06,-0.000198395,-0.000144054,-0.00663148,12.0062,16.0352,6.76743,6.27653,16.7742,13.8134,4.22118,11.3657,213,0,0.959091,0,117
0,0,0,-0.000129635,-7.32724e-06,-0.0138663,23.6591,23.8312,4.32597,12.4463,26.4849,23.7391,1.59224,23.6397,213,0,19.1818,-0.1,118
0,0,0,-1.70931e-08,-4.1552e-06,-0.0130122,25.4619,25.4561,7.1485,13.7358,30.0373,25.4635,2.56567,25.4943,213,0,17.2636,-0.1,119
0,0,0,-0.000100392,3.25101e-07,-0.0137865,23.8919,24.0337,4.63003,12.5176,26.8517,23.8876,1.81642,23.6927,213,0,15.3455,-0.1,120
0,0,0,-4.6423e-05,-1.04794e-06,-0.0124948,26.1751,26.239,8.65525,13.1632,30.6097,26.1763,4.28335,24.4134,213,0,13.4273,-0.1,121
0,0,0,-0.000127152,4.64073e-07,-0.0135704,24.1654,24.345,5.24529,12.5095,27.3046,24.1656,2.28555,23.6066,213,0,11.5091,-0.1,122
0,0,0,-0.000132815,2.20445e-07,-0.0133219,24.5557,24.7429,5.99324,12.4223,27.7903,24.5558,2.94575,23.3956,213,0,9.59091,-0.1,123
0,0,0,-0.00014151,4.44322e-07,-0.0134869,24.2585,24.4583,5.47611,12.5839,27.5503,24.2601,2.38253,23.6946,213,0,7.67273,-0.1,124
0,0,0,-0.000133959,3.10148e-06,-0.013507,24.2529,24.4458,5.43152,12.571,27.5063,24.2595,2.36441,23.686,213,0,5.75455,-0.1,125
0,0,0,-0.000101114,-2.29819e-06,-0.0131038,25.0062,25.1453,6.70611,12.912,28.8341,25.0134,3.0101,24.1415,213,0,3.83636,-0.1,126
0,0,0,-0.000150425,-9.34627e-07,-0.0141771,23.0959,23.3063,3.35463,12.9042,26.1976,23.17,0.389209,24.4357,213,0,1.91818,-0.1,127
0,0,0,2.64308e-09,1.1166e-10,-0.0136971,24.3443,24.3443,5.06693,15.2696,29.9752,24.3443,-0.563985,28.1494,213,0,20.1409,-0.1,128
0,0,0,1.35551e-09,1.4439e-10,-0.0131645,25.2188,25.2188,6.691,14.2117,30.1666,25.2188,1.74323,26.3008,213,0,18.2227,-0.1,129
0,0,0,9.40661e-10,1.2443e-10,-0.0129792,25.523,25.523,7.25591,13.3475,29.737,25.523,3.04195,24.8574,213,0,16.3045,-0.1,130
0,0,0,1.82135e-09,7.69751e-11,-0.0123791,26.5084,26.5084,9.08601,14.8264,32.6236,26.5084,2.97078,27.1174,213,0,14.3864,-0.1,131
0,0,0,1.43046e-09,3.33794e-11,-0.0123232,26.6001,26.6001,9.25638,14.247,32.1753,26.6001,3.68121,26.156,213,0,12.4682,-0.1,132
0,0,0,1.46893e-09,4.65778e-11,-0.0121226,26.9295,26.9295,9.86808,14.255,32.6538,26.9295,4.14378,26.1226,213,0,10.55,-0.1,133
0,0,0,1.53568e-09,4.75791e-11,-0.0121957,26.8095,26.8095,9.64511,14.3776,32.6049,26.8095,3.84974,26.34,213,0,8.63182,-0.1,134
0,0,0,1.83683e-09,5.76761e-11,-0.0124653,26.3668,26.3668,8.82308,14.9013,32.4963,26.3668,2.69361,27.2598,213,0,6.71364,-0.1,135
0,0,0,1.4088e-09,1.06683e-10,-0.0126994,25.9824,25.9824,8.10916,14.2477,31.2935,25.9824,2.79811,26.246,213,0,4.79545,-0.1,136
0,0,0,1.39585e-09,1.75538e-10,-0.0126031,26.1405,26.1405,8.40272,14.1634,31.4351,26.1405,3.10817,26.0858,213,0,2.87727,-0.1,137
0,0,0,3.25655e-09,1.35338e-10,-0.0121802,26.835,26.835,9.69252,16.3092,34.573,26.835,1.95453,29.5202,213,0,0.959091,-0.1,138
-8.36429e-07,5.38561e-07,-1.31901e-06,-0.000249379,-0.000142873,-0.00512841,6.61701,12.7456,5.13141,5.94814,13.5849,9.22051,1.68861,10.4235,213,20.1,1.91818,0,139
-9.09946e-07,2.95465e-07,-1.28076e-06,-0.000269749,-9.65663e-05,-0.00509141,6.03273,19.0723,7.81206,7.52705,19.8507,8.26972,4.79663,13.653,213,20.1,3.83636,0,140
-9.48668e-07,1.52739e-07,-1.32291e-06,-0.000293109,-4.91792e-05,-0.00719311,8.94973,22.9974,3.16546,10.9227,23.8971,9.16384,2.05165,19.2986,213,20.1,5.75455,0,141
-9.67847e-07,7.75893e-08,-1.30383e-06,-0.000265471,-3.18296e-05,-0.00484653,5.74133,26.3956,6.77767,10.5263,26.6827,6.60187,5.63004,20.5839,213,20.1,7.67273,0,142
